1.000000000000000048e-04 7.334219767291995026e-03
1.190813283753479438e-04 7.367284640425924951e-03
1.418036276763744695e-04 6.343707228250008816e-03
1.688616435214592326e-04 9.158506777739303800e-03
2.010826882217983138e-04 1.134335856567702562e-02
2.394519362673770040e-04 1.599482732831904522e-02
2.851425465276840590e-04 1.917376778262198933e-02
3.395515321684607220e-04 2.627428626460751038e-02
4.043424750250499203e-04 2.389691637691769219e-02
4.814963904455889319e-04 3.193310965313489458e-02
5.733722978219592042e-04 3.544563777272808497e-02
6.827793487826458885e-04 4.594976037533904378e-02
8.130627184029247433e-04 5.224487123764540858e-02
9.682058855989173103e-04 6.404110906703783246e-02
1.152952429979492389e-03 7.583373610889153349e-02
1.372951069155432758e-03 8.943180090340495381e-02
1.634928371093831130e-03 1.085301511568696475e-01
1.946894422283972342e-03 1.240362638351601154e-01
2.318387740121310037e-03 1.533716467141717221e-01
2.760766917827665434e-03 1.808141878148668003e-01
3.287557919096334609e-03 2.183856546556262324e-01
3.914867641168861753e-03 2.536848293742211546e-01
4.661876391240534455e-03 3.076191376398419997e-01
5.551424333905961156e-03 3.644413832748125692e-01
6.610709840567529846e-03 4.318421689381884421e-01
7.872121093187659999e-03 5.138491839066064992e-01
9.374226369083827129e-03 6.084500159627728166e-01
1.116295328521716909e-02 7.334675085182651433e-01
1.329299305795616018e-02 8.646688842880461134e-01
1.582947271425698063e-02 1.029552688180597864e+00
1.884994638295045891e-02 1.225182283582048060e+00
2.244676655085825479e-02 1.451197687914027146e+00
2.672990778607528192e-02 1.718425030056708325e+00
3.183032926516399935e-02 2.035229903141352104e+00
3.790397891520441709e-02 2.411818461718019169e+00
4.513656159933721740e-02 2.851977569930686851e+00
5.374921713544795338e-02 3.372424693758854897e+00
6.400528175624162208e-02 3.979266512257826349e+00
7.621833974571676218e-02 4.687081356183510294e+00
9.076181143483530445e-02 5.506075497530157570e+00
1.080803707141303194e-01 6.462589673079913055e+00
1.287035411593869250e-01 7.553160168501216631e+00
1.532618864787106128e-01 8.808146130158709397e+00
1.825062903119663849e-01 1.022191141299903983e+01
2.173309148720587169e-01 1.181533683357129050e+01
2.588005403999441567e-01 1.358596578664102594e+01
3.081831213508324785e-01 1.553115232614049823e+01
3.669885547331818709e-01 1.763288293562229114e+01
4.370148459617637648e-01 1.986426494923911434e+01
5.204030837687488864e-01 2.218434899512906000e+01
6.197029050581008836e-01 2.454050276881713799e+01
7.379504513238077656e-01 2.686323988048017242e+01
8.787612001882656454e-01 2.907784085104530192e+01
1.046440510431337234e+00 3.111167843476592054e+01
1.246115260479407905e+00 3.290043777140633807e+01
1.483890605266805940e+00 3.439354082369500532e+01
1.767036644388706890e+00 3.556701549293850917e+01
2.104210709017245051e+00 3.643985543269676697e+01
2.505722064114062952e+00 3.703511802206686099e+01
2.983847119341213716e+00 3.741167472987233111e+01
3.553204786401070514e+00 3.763215719020553252e+01
4.231203459542839163e+00 3.774561953606826847e+01
5.038573285887290254e+00 3.779480180435694336e+01
6.000000000000000000e+00 3.781695217252460850e+01
