1.000000000000000048e-04 -3.781080887206202590e+01
1.190813283753479438e-04 -3.780741344238358437e+01
1.418036276763744695e-04 -3.780348169951998472e+01
1.688616435214592326e-04 -3.780012246797092956e+01
2.010826882217983138e-04 -3.779860989223306689e+01
2.394519362673770040e-04 -3.779064490914316821e+01
2.851425465276840590e-04 -3.778622701662265371e+01
3.395515321684607220e-04 -3.777987106935722750e+01
4.043424750250499203e-04 -3.776957049625506357e+01
4.814963904455889319e-04 -3.775951445520703942e+01
5.733722978219592042e-04 -3.774825151693249126e+01
6.827793487826458885e-04 -3.773300077347681736e+01
8.130627184029247433e-04 -3.771488454336071072e+01
9.682058855989173103e-04 -3.769716912541860410e+01
1.152952429979492389e-03 -3.767200570603419152e+01
1.372951069155432758e-03 -3.764379644173092032e+01
1.634928371093831130e-03 -3.760789709019940830e+01
1.946894422283972342e-03 -3.756760592705861512e+01
2.318387740121310037e-03 -3.751811115786406958e+01
2.760766917827665434e-03 -3.746216271897723260e+01
3.287557919096334609e-03 -3.739248048087205945e+01
3.914867641168861753e-03 -3.730826185512009374e+01
4.661876391240534455e-03 -3.721122577478600135e+01
5.551424333905961156e-03 -3.709511204460682166e+01
6.610709840567529846e-03 -3.695919105621460687e+01
7.872121093187659999e-03 -3.678903402218479357e+01
9.374226369083827129e-03 -3.659820004505100144e+01
1.116295328521716909e-02 -3.636571057732720647e+01
1.329299305795616018e-02 -3.608831848757392891e+01
1.582947271425698063e-02 -3.576642659922535472e+01
1.884994638295045891e-02 -3.537964054122595314e+01
2.244676655085825479e-02 -3.492369432904535387e+01
2.672990778607528192e-02 -3.438668716863352870e+01
3.183032926516399935e-02 -3.374649210015272160e+01
3.790397891520441709e-02 -3.299677623335404775e+01
4.513656159933721740e-02 -3.211439325547387824e+01
5.374921713544795338e-02 -3.107921363586010344e+01
6.400528175624162208e-02 -2.986399549220995908e+01
7.621833974571676218e-02 -2.844906003539257711e+01
9.076181143483530445e-02 -2.680198412195534274e+01
1.080803707141303194e-01 -2.490590733858133277e+01
1.287035411593869250e-01 -2.271613544600944934e+01
1.532618864787106128e-01 -2.021643586261609116e+01
1.825062903119663849e-01 -1.737394138393295506e+01
2.173309148720587169e-01 -1.418549824850329699e+01
2.588005403999441567e-01 -1.064923107483017439e+01
3.081831213508324785e-01 -6.762292349045591955e+00
3.669885547331818709e-01 -2.558211070845294977e+00
4.370148459617637648e-01 1.902244222673768137e+00
5.204030837687488864e-01 6.545295825483689711e+00
6.197029050581008836e-01 1.125558026663760280e+01
7.379504513238077656e-01 1.590007804409856007e+01
8.787612001882656454e-01 2.033094012184297483e+01
1.046440510431337234e+00 2.440422965400886923e+01
1.246115260479407905e+00 2.797720245045111653e+01
1.483890605266805940e+00 3.096219743907680666e+01
1.767036644388706890e+00 3.331822567043111150e+01
2.104210709017245051e+00 3.505310111274125262e+01
2.505722064114062952e+00 3.624727694508120379e+01
2.983847119341213716e+00 3.700524254472414043e+01
3.553204786401070514e+00 3.743856284573254101e+01
4.231203459542839163e+00 3.766180603102705504e+01
5.038573285887290254e+00 3.776678471051364738e+01
6.000000000000000000e+00 3.780428039044807775e+01
